hpo_approach_id,run_id,macro_iteration,cpu_worker_id,config_batch_idx,lr,num_layers,hidden_size,dropout,l2,screen_time_abs,screen_duration_s,screen_accuracy_1epoch,screen_final_loss_1epoch,screen_loss_decrease,promoted_to_gpu
MultiStage_CPUScreen_GPUFull,2ce8a1ae,1,2,0,6.549958e-03,1,80,0.2245,6.721369e-07,1747258332.320,1.223,0.6270,0.8537,1.1531,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,1,2,2,4.596668e-03,2,127,0.3931,3.266901e-05,1747258333.699,0.209,0.6220,0.9089,1.0289,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,1,2,7,6.549958e-03,1,80,0.2245,6.221438e-07,1747258334.541,0.193,0.6460,0.8677,0.9919,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,1,2,4,1.014433e-03,2,66,0.1119,3.668658e-06,1747258334.106,0.115,0.4765,1.5239,0.3420,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,1,2,6,8.676271e-04,2,66,0.1119,3.784786e-06,1747258334.367,0.174,0.5485,1.6508,0.3338,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,1,2,5,8.676271e-04,1,66,0.1119,3.668658e-06,1747258334.222,0.145,0.4870,1.7210,0.2893,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,1,2,3,8.676271e-04,2,40,0.1119,3.668658e-06,1747258333.908,0.198,0.4475,1.8048,0.1587,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,1,2,1,2.344848e-04,1,33,0.4581,2.554829e-07,1747258333.543,0.155,0.3055,1.8990,0.0463,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,1,1,2,1.306598e-03,1,32,0.1294,5.127468e-07,1747258333.824,0.162,0.3735,1.7709,0.2509,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,1,1,6,1.306598e-03,1,32,0.1294,5.127468e-07,1747258334.647,0.113,0.4150,1.7610,0.2313,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,1,1,7,1.306598e-03,1,24,0.1294,5.127468e-07,1747258334.760,0.098,0.4170,1.7359,0.2269,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,1,1,3,4.736631e-04,2,39,0.0826,5.001414e-06,1747258333.986,0.252,0.3715,1.8588,0.0907,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,1,1,1,1.779741e-04,3,104,0.2693,1.798459e-07,1747258333.656,0.167,0.4875,1.8477,0.0703,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,1,1,5,5.211847e-05,1,30,0.1717,6.182916e-07,1747258334.434,0.213,0.3165,1.8601,0.0090,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,1,1,0,5.251949e-05,3,43,0.3914,2.024290e-05,1747258332.308,1.349,0.0595,1.9344,0.0075,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,1,1,4,4.070302e-05,1,24,0.1717,6.182916e-07,1747258334.238,0.196,0.0575,1.9765,0.0072,False
MultiStage_CPUScreen_GPUFull,ca9de40a,1,0,4,7.887132e-03,3,62,0.1692,4.565253e-07,1747258334.100,0.206,0.6415,0.9296,1.0289,True
MultiStage_CPUScreen_GPUFull,ca9de40a,1,0,6,2.302598e-04,1,28,0.4466,1.315700e-06,1747258334.543,0.209,0.1250,1.9619,0.0414,True
MultiStage_CPUScreen_GPUFull,ca9de40a,1,0,2,2.302598e-04,1,28,0.4466,1.315700e-06,1747258333.671,0.218,0.3610,1.8424,0.0405,True
MultiStage_CPUScreen_GPUFull,ca9de40a,1,0,1,3.172987e-04,2,28,0.4466,1.315700e-06,1747258333.457,0.214,0.1340,1.9035,0.0360,True
MultiStage_CPUScreen_GPUFull,ca9de40a,1,0,0,2.302598e-04,2,28,0.3883,1.315700e-06,1747258332.255,1.202,0.0410,1.9289,0.0353,False
MultiStage_CPUScreen_GPUFull,ca9de40a,1,0,5,2.302598e-04,2,28,0.5435,1.315700e-06,1747258334.306,0.237,0.0915,1.9440,0.0250,False
MultiStage_CPUScreen_GPUFull,ca9de40a,1,0,3,1.012043e-04,2,49,0.3071,2.136719e-07,1747258333.889,0.211,0.3665,1.9338,0.0245,False
MultiStage_CPUScreen_GPUFull,ca9de40a,1,0,7,1.854785e-04,2,28,0.4466,1.315700e-06,1747258334.751,0.136,0.4265,1.8263,0.0210,False
MultiStage_CPUScreen_GPUFull,ca9de40a,2,0,4,7.887132e-03,3,62,0.1712,4.565253e-07,1747258365.251,0.093,0.6540,0.9592,1.1022,True
MultiStage_CPUScreen_GPUFull,ca9de40a,2,0,6,7.887132e-03,3,80,0.1692,4.565253e-07,1747258365.527,0.297,0.6570,0.9089,1.0509,True
MultiStage_CPUScreen_GPUFull,ca9de40a,2,0,1,7.887132e-03,3,62,0.1692,6.069531e-07,1747258364.720,0.170,0.6245,0.9627,0.9551,True
MultiStage_CPUScreen_GPUFull,ca9de40a,2,0,0,7.201048e-04,3,32,0.1062,8.878651e-05,1747258364.558,0.161,0.0805,1.8967,0.1117,True
MultiStage_CPUScreen_GPUFull,ca9de40a,2,0,7,3.156394e-04,3,54,0.2110,8.036256e-05,1747258365.824,0.193,0.4805,1.9185,0.0514,False
MultiStage_CPUScreen_GPUFull,ca9de40a,2,0,5,2.302598e-04,1,28,0.3614,1.315700e-06,1747258365.343,0.184,0.1755,1.9355,0.0438,False
MultiStage_CPUScreen_GPUFull,ca9de40a,2,0,2,2.302598e-04,1,24,0.4466,1.315700e-06,1747258364.890,0.187,0.1570,1.8982,0.0362,False
MultiStage_CPUScreen_GPUFull,ca9de40a,2,0,3,2.302598e-04,1,28,0.3921,1.315700e-06,1747258365.076,0.175,0.3880,1.8439,0.0359,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,2,2,7,6.549958e-03,1,80,0.3426,6.721369e-07,1747258365.928,0.212,0.6265,0.9026,1.1766,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,2,2,5,6.549958e-03,1,80,0.2245,5.719039e-07,1747258365.507,0.142,0.6375,0.8701,1.1300,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,2,2,3,6.549958e-03,1,56,0.2245,6.221438e-07,1747258365.143,0.106,0.6330,0.9490,1.1107,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,2,2,1,6.549958e-03,1,80,0.2245,6.721369e-07,1747258364.772,0.173,0.6245,0.8683,1.0943,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,2,2,6,7.517132e-03,1,80,0.2245,6.221438e-07,1747258365.650,0.278,0.6545,0.8408,1.0718,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,2,2,2,1.014433e-03,2,66,0.1119,4.399796e-06,1747258364.945,0.198,0.5040,1.6122,0.3774,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,2,2,0,1.058202e-03,2,66,0.1119,3.668658e-06,1747258364.558,0.214,0.5480,1.5848,0.3711,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,2,2,4,2.794659e-04,3,22,0.1971,6.694843e-07,1747258365.249,0.258,0.0465,1.9816,0.0219,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,2,1,1,1.306598e-03,1,32,0.1294,5.127468e-07,1747258364.792,0.202,0.4670,1.7997,0.2676,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,2,1,4,1.306598e-03,1,32,0.1294,5.127468e-07,1747258365.457,0.252,0.5020,1.7165,0.2649,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,2,1,2,1.306598e-03,1,24,0.1294,3.191722e-07,1747258364.994,0.261,0.3085,1.7879,0.2298,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,2,1,6,1.306598e-03,1,24,0.1294,5.626197e-07,1747258365.836,0.164,0.3000,1.8913,0.2193,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,2,1,3,1.306598e-03,1,24,0.0374,5.127468e-07,1747258365.255,0.203,0.3275,1.8204,0.2077,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,2,1,5,5.610653e-04,2,39,0.0826,5.001414e-06,1747258365.709,0.127,0.4905,1.8061,0.1004,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,2,1,0,4.736631e-04,2,39,0.0826,4.271686e-06,1747258364.558,0.234,0.4755,1.8674,0.0982,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,2,1,7,1.107316e-04,3,33,0.0295,8.734932e-05,1747258366.000,0.153,0.0305,1.9488,0.0116,False
MultiStage_CPUScreen_GPUFull,ca9de40a,3,0,3,7.887132e-03,3,80,0.1692,4.565253e-07,1747258398.210,0.277,0.6460,0.8931,1.1094,True
MultiStage_CPUScreen_GPUFull,ca9de40a,3,0,2,7.887132e-03,3,80,0.1204,4.565253e-07,1747258398.077,0.133,0.6760,0.8437,1.1054,True
MultiStage_CPUScreen_GPUFull,ca9de40a,3,0,6,7.887132e-03,3,48,0.1692,4.565253e-07,1747258398.879,0.162,0.6250,0.9754,0.9918,True
MultiStage_CPUScreen_GPUFull,ca9de40a,3,0,7,7.887132e-03,3,62,0.1712,3.090615e-07,1747258399.041,0.096,0.6125,1.0159,0.9803,True
MultiStage_CPUScreen_GPUFull,ca9de40a,3,0,5,7.887132e-03,3,48,0.1712,4.565253e-07,1747258398.710,0.169,0.4935,1.0331,0.9610,False
MultiStage_CPUScreen_GPUFull,ca9de40a,3,0,0,7.887132e-03,3,62,0.1692,7.233947e-07,1747258397.616,0.264,0.6255,0.9841,0.9309,False
MultiStage_CPUScreen_GPUFull,ca9de40a,3,0,1,2.232174e-03,1,18,0.0952,2.464688e-06,1747258397.881,0.196,0.4655,1.6099,0.3238,False
MultiStage_CPUScreen_GPUFull,ca9de40a,3,0,4,3.707778e-04,3,27,0.1522,1.119912e-05,1747258398.487,0.223,0.4925,1.8259,0.0383,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,3,1,0,1.301194e-03,1,107,0.4289,4.327959e-05,1747258397.616,0.183,0.5460,1.4428,0.5227,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,3,1,1,1.306598e-03,1,40,0.1294,5.127468e-07,1747258397.799,0.197,0.4220,1.6908,0.3107,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,3,1,5,1.306598e-03,1,32,0.1168,5.127468e-07,1747258398.576,0.129,0.4825,1.7193,0.2665,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,3,1,7,1.306598e-03,1,32,0.1294,5.127468e-07,1747258398.925,0.241,0.4645,1.7244,0.2427,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,3,1,3,1.306598e-03,1,32,0.1082,5.127468e-07,1747258398.242,0.135,0.4305,1.7167,0.2380,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,3,1,4,1.306598e-03,1,24,0.0000,5.127468e-07,1747258398.377,0.199,0.4620,1.7589,0.2180,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,3,1,6,1.306598e-03,1,24,0.1294,6.827533e-07,1747258398.705,0.220,0.3915,1.7317,0.2085,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,3,1,2,5.716314e-04,1,16,0.2381,4.274733e-07,1747258397.996,0.246,0.3380,1.8092,0.0757,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,3,2,4,6.549958e-03,1,80,0.2110,6.721369e-07,1747258398.405,0.166,0.6465,0.8809,1.2036,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,3,2,0,8.864319e-03,1,80,0.2245,5.719039e-07,1747258397.616,0.193,0.6645,0.8331,1.1874,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,3,2,2,6.549958e-03,1,88,0.2245,5.719039e-07,1747258397.967,0.163,0.6595,0.8721,1.1322,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,3,2,7,7.506693e-03,1,38,0.2771,4.539860e-06,1747258399.201,0.081,0.6135,0.9340,1.1033,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,3,2,5,6.549958e-03,2,80,0.2245,6.721369e-07,1747258398.571,0.401,0.6580,0.8581,1.0809,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,3,2,6,2.442368e-04,3,43,0.1902,5.169907e-05,1747258398.972,0.229,0.3685,1.9135,0.0425,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,3,2,3,7.675713e-05,2,87,0.4128,9.656205e-05,1747258398.130,0.275,0.0850,1.9477,0.0304,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,3,2,1,9.218389e-05,1,43,0.3806,1.194939e-06,1747258397.809,0.158,0.2655,1.8997,0.0220,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,4,1,3,1.301194e-03,1,120,0.4289,4.327959e-05,1747258430.218,0.156,0.5700,1.4628,0.5726,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,4,1,4,1.301194e-03,1,107,0.4289,5.180971e-05,1747258430.374,0.167,0.5700,1.4204,0.4917,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,4,1,1,1.285890e-03,1,107,0.4289,4.327959e-05,1747258429.871,0.180,0.5800,1.3643,0.4641,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,4,1,7,1.301194e-03,1,107,0.4289,5.052832e-05,1747258430.903,0.233,0.5625,1.3942,0.4579,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,4,1,0,5.711410e-04,2,120,0.0472,6.771697e-06,1747258429.657,0.214,0.4980,1.6121,0.3514,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,4,1,6,1.306598e-03,1,24,0.0000,5.127468e-07,1747258430.719,0.184,0.3160,1.8334,0.2001,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,4,1,2,5.715360e-04,2,25,0.0524,2.022531e-06,1747258430.051,0.167,0.2110,1.9156,0.0614,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,4,1,5,7.343352e-05,2,46,0.1207,5.156588e-05,1747258430.541,0.178,0.2400,1.8815,0.0169,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,4,2,3,9.048500e-03,1,80,0.2110,6.721369e-07,1747258430.189,0.274,0.6810,0.8067,1.1861,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,4,2,1,6.549958e-03,1,56,0.2110,6.721369e-07,1747258429.907,0.110,0.6265,0.9242,1.1356,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,4,2,7,6.549958e-03,2,80,0.2245,6.721369e-07,1747258430.996,0.172,0.6465,0.8776,1.0597,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,4,2,2,6.549958e-03,1,80,0.2110,4.356995e-07,1747258430.018,0.171,0.6530,0.8670,1.0424,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,4,2,6,6.549958e-03,1,80,0.0944,6.721369e-07,1747258430.806,0.190,0.6275,0.8634,1.0205,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,4,2,4,1.182516e-03,3,109,0.4941,1.862466e-06,1747258430.463,0.133,0.5325,1.3806,0.5885,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,4,2,5,3.179228e-03,1,18,0.0443,9.167819e-06,1747258430.596,0.210,0.5325,1.7214,0.3650,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,4,2,0,9.047457e-04,2,19,0.3144,3.874162e-07,1747258429.657,0.251,0.3915,1.8995,0.0860,False
MultiStage_CPUScreen_GPUFull,ca9de40a,4,0,4,9.728278e-03,1,77,0.2734,2.461586e-06,1747258430.520,0.219,0.6980,0.8169,1.2315,True
MultiStage_CPUScreen_GPUFull,ca9de40a,4,0,7,1.085727e-02,3,62,0.1692,6.069531e-07,1747258431.198,0.114,0.5870,0.9367,1.0675,True
MultiStage_CPUScreen_GPUFull,ca9de40a,4,0,0,7.779019e-03,3,80,0.1204,4.565253e-07,1747258429.657,0.173,0.6300,0.9139,1.0584,True
MultiStage_CPUScreen_GPUFull,ca9de40a,4,0,6,7.887132e-03,3,56,0.1692,6.069531e-07,1747258430.938,0.259,0.6055,0.9994,1.0010,True
MultiStage_CPUScreen_GPUFull,ca9de40a,4,0,2,1.840560e-03,1,37,0.3684,1.717616e-05,1747258430.070,0.206,0.5390,1.5824,0.3637,False
MultiStage_CPUScreen_GPUFull,ca9de40a,4,0,5,1.108109e-03,3,20,0.1726,2.160746e-06,1747258430.738,0.200,0.3630,1.7661,0.1251,False
MultiStage_CPUScreen_GPUFull,ca9de40a,4,0,3,1.060260e-04,1,69,0.0471,9.141704e-07,1747258430.276,0.244,0.0195,2.0521,0.0424,False
MultiStage_CPUScreen_GPUFull,ca9de40a,4,0,1,1.017067e-04,2,70,0.2375,1.396457e-05,1747258429.829,0.241,0.3295,1.9008,0.0361,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,5,2,0,6.549958e-03,1,88,0.2110,6.721369e-07,1747258461.640,0.177,0.6410,0.8628,1.1904,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,5,2,7,6.549958e-03,1,80,0.2245,5.608943e-07,1747258462.782,0.144,0.6505,0.8652,1.1403,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,5,2,5,6.549958e-03,1,80,0.3395,4.356995e-07,1747258462.595,0.100,0.6255,0.9010,1.1227,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,5,2,6,6.549958e-03,1,80,0.2245,7.286286e-07,1747258462.695,0.088,0.6240,0.8797,1.1109,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,5,2,1,6.549958e-03,1,96,0.2110,6.721369e-07,1747258461.817,0.165,0.6740,0.8647,1.1027,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,5,2,2,6.549958e-03,1,88,0.2110,6.721369e-07,1747258461.982,0.211,0.6620,0.8274,1.1023,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,5,2,3,6.549958e-03,1,80,0.2245,6.721369e-07,1747258462.193,0.173,0.6520,0.8690,1.0586,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,5,2,4,1.340641e-04,2,124,0.1903,3.038976e-05,1747258462.366,0.229,0.4240,1.8804,0.0854,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,5,1,4,5.648007e-03,2,77,0.1737,6.622267e-06,1747258462.500,0.375,0.6405,0.9287,0.9985,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,5,1,5,1.301194e-03,2,107,0.4289,4.327959e-05,1747258462.874,0.165,0.4900,1.2729,0.6247,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,5,1,0,1.301194e-03,1,112,0.4289,4.327959e-05,1747258461.640,0.234,0.5460,1.4639,0.5653,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,5,1,1,1.126869e-03,1,107,0.4289,4.327959e-05,1747258461.874,0.227,0.5720,1.5405,0.4803,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,5,1,7,1.700283e-03,3,41,0.2230,6.625161e-06,1747258463.124,0.095,0.5060,1.6535,0.3676,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,5,1,3,9.350479e-04,1,32,0.1294,5.127468e-07,1747258462.236,0.264,0.3905,1.7860,0.1935,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,5,1,2,2.560655e-04,3,62,0.4688,2.154075e-07,1747258462.100,0.135,0.3640,1.9067,0.0493,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,5,1,6,5.626683e-05,1,22,0.2315,9.433046e-07,1747258463.040,0.084,0.0365,2.0405,0.0095,False
MultiStage_CPUScreen_GPUFull,ca9de40a,5,0,1,7.887132e-03,3,80,0.0426,4.565253e-07,1747258461.800,0.216,0.6305,0.8811,1.0711,True
MultiStage_CPUScreen_GPUFull,ca9de40a,5,0,6,9.802075e-03,3,62,0.1712,4.565253e-07,1747258463.042,0.255,0.6345,0.9090,1.0662,True
MultiStage_CPUScreen_GPUFull,ca9de40a,5,0,7,7.779019e-03,3,80,0.1204,3.232136e-07,1747258463.297,0.095,0.6425,0.8813,1.0370,True
MultiStage_CPUScreen_GPUFull,ca9de40a,5,0,3,7.779019e-03,3,80,0.1488,4.565253e-07,1747258462.254,0.189,0.6380,0.9186,1.0338,True
MultiStage_CPUScreen_GPUFull,ca9de40a,5,0,5,7.887132e-03,3,62,0.1712,4.565253e-07,1747258462.831,0.210,0.6800,0.9002,1.0203,False
MultiStage_CPUScreen_GPUFull,ca9de40a,5,0,4,7.887132e-03,3,80,0.0000,4.565253e-07,1747258462.443,0.389,0.6550,0.9177,1.0076,False
MultiStage_CPUScreen_GPUFull,ca9de40a,5,0,0,5.654297e-03,3,80,0.1204,4.565253e-07,1747258461.640,0.160,0.6440,0.9443,0.9825,False
MultiStage_CPUScreen_GPUFull,ca9de40a,5,0,2,9.342343e-05,3,23,0.0567,1.319357e-07,1747258462.016,0.238,0.0395,1.9849,0.0066,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,6,2,4,6.549958e-03,1,80,0.2110,9.042671e-07,1747258494.404,0.145,0.6480,0.8791,1.1308,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,6,2,1,8.949327e-03,1,80,0.2110,6.721369e-07,1747258493.974,0.158,0.6555,0.8197,1.1247,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,6,2,3,6.549958e-03,1,80,0.2245,7.286286e-07,1747258494.312,0.092,0.6560,0.8806,1.1165,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,6,2,5,4.996861e-03,1,127,0.3910,6.263342e-06,1747258494.549,0.155,0.6565,0.8847,1.1085,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,6,2,6,6.549958e-03,1,80,0.2388,6.721369e-07,1747258494.704,0.320,0.6280,0.8769,1.0993,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,6,2,2,6.549958e-03,1,96,0.2245,6.721369e-07,1747258494.133,0.179,0.6650,0.8432,1.0070,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,6,2,7,9.280391e-03,1,23,0.1452,4.457035e-05,1747258495.023,0.153,0.6210,0.9179,1.0059,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,6,2,0,4.402391e-03,1,80,0.2245,7.286286e-07,1747258493.808,0.166,0.6065,0.9514,0.9557,False
MultiStage_CPUScreen_GPUFull,ca9de40a,6,0,6,7.779019e-03,3,96,0.1204,4.565253e-07,1747258494.937,0.240,0.6680,0.8327,1.1568,True
MultiStage_CPUScreen_GPUFull,ca9de40a,6,0,3,7.779019e-03,3,80,0.1204,4.565253e-07,1747258494.494,0.247,0.6600,0.8584,1.0970,True
MultiStage_CPUScreen_GPUFull,ca9de40a,6,0,4,7.887132e-03,3,80,0.0000,4.565253e-07,1747258494.741,0.097,0.6710,0.8361,1.0643,True
MultiStage_CPUScreen_GPUFull,ca9de40a,6,0,7,1.086805e-02,3,80,0.1204,4.565253e-07,1747258495.177,0.099,0.6255,0.9183,1.0401,True
MultiStage_CPUScreen_GPUFull,ca9de40a,6,0,2,7.887132e-03,3,80,0.0000,4.565253e-07,1747258494.215,0.279,0.6765,0.8929,1.0398,False
